ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,GEOIDFQ,INTPTLAT,INTPTLON,MTFCC,NAME_x,NAMELSAD,STATEFP,TRACTCE,NAME_y,population,centroid_lon,centroid_lat
909972,0,037,S,06037204920,1400000US06037204920,+34.0175004,-118.1974975,G5020,2049.20,Census Tract 2049.20,06,204920,Census Tract 2049.20; Los Angeles County; California,2459,-118.19749758309933,34.0175004210624
3530022,0,037,S,06037292001,1400000US06037292001,+33.8513017,-118.2993461,G5020,2920.01,Census Tract 2920.01,06,292001,Census Tract 2920.01; Los Angeles County; California,4511,-118.2993459464356,33.85130181862044
395566,0,037,S,06037224702,1400000US06037224702,+34.0248596,-118.2796034,G5020,2247.02,Census Tract 2247.02,06,224702,Census Tract 2247.02; Los Angeles County; California,2508,-118.27960335572334,34.024859581232704
196322,0,037,S,06037270102,1400000US06037270102,+34.0256717,-118.3983188,G5020,2701.02,Census Tract 2701.02,06,270102,Census Tract 2701.02; Los Angeles County; California,2154,-118.39831884712159,34.025671687083104
453321,0,037,S,06037271703,1400000US06037271703,+34.0229895,-118.4150805,G5020,2717.03,Census Tract 2717.03,06,271703,Census Tract 2717.03; Los Angeles County; California,2754,-118.41882169614398,34.02498725093643
169898,0,037,S,06037269909,1400000US06037269909,+34.0259582,-118.4105667,G5020,2699.09,Census Tract 2699.09,06,269909,Census Tract 2699.09; Los Angeles County; California,2088,-118.4105667075116,34.025958232680935
543743,0,037,S,06037271704,1400000US06037271704,+34.0288890,-118.4195622,G5020,2717.04,Census Tract 2717.04,06,271704,Census Tract 2717.04; Los Angeles County; California,2982,-118.41956227831015,34.02888894952386
135445,0,037,S,06037206301,1400000US06037206301,+34.0436632,-118.2476235,G5020,2063.01,Census Tract 2063.01,06,206301,Census Tract 2063.01; Los Angeles County; California,1991,-118.24762344621533,34.04366315867794
203283,0,037,S,06037207901,1400000US06037207901,+34.0429141,-118.2641664,G5020,2079.01,Census Tract 2079.01,06,207901,Census Tract 2079.01; Los Angeles County; California,3801,-118.26416636058885,34.04291411463821
356643,0,037,S,06037264306,1400000US06037264306,+34.0453339,-118.4691329,G5020,2643.06,Census Tract 2643.06,06,264306,Census Tract 2643.06; Los Angeles County; California,1694,-118.4691328939404,34.04533385484597
377893,0,037,S,06037206202,1400000US06037206202,+34.0467318,-118.2403201,G5020,2062.02,Census Tract 2062.02,06,206202,Census Tract 2062.02; Los Angeles County; California,1711,-118.24032005894321,34.046731835773414
575907,0,037,S,06037267202,1400000US06037267202,+34.0470561,-118.4339786,G5020,2672.02,Census Tract 2672.02,06,267202,Census Tract 2672.02; Los Angeles County; California,3779,-118.43397860782062,34.04705615867855
407275,0,037,S,06037207712,1400000US06037207712,+34.0477448,-118.2564092,G5020,2077.12,Census Tract 2077.12,06,207712,Census Tract 2077.12; Los Angeles County; California,4927,-118.2564091979078,34.047744820523256
45914,0,037,S,06037207308,1400000US06037207308,+34.0446014,-118.2506539,G5020,2073.08,Census Tract 2073.08,06,207308,Census Tract 2073.08; Los Angeles County; California,1229,-118.25065393925347,34.04460139762052
907764,16638,037,S,06037206052,1400000US06037206052,+34.0477555,-118.2332714,G5020,2060.52,Census Tract 2060.52,06,206052,Census Tract 2060.52; Los Angeles County; California,3153,-118.23353147561058,34.04817400577675
46422,0,037,S,06037206302,1400000US06037206302,+34.0426955,-118.2456376,G5020,2063.02,Census Tract 2063.02,06,206302,Census Tract 2063.02; Los Angeles County; California,1904,-118.24563762251432,34.042695504367146
200835,0,037,S,06037206201,1400000US06037206201,+34.0474873,-118.2440019,G5020,2062.01,Census Tract 2062.01,06,206201,Census Tract 2062.01; Los Angeles County; California,2127,-118.2440018698985,34.047487290041175
228595,0,037,S,06037271803,1400000US06037271803,+34.0194715,-118.4103492,G5020,2718.03,Census Tract 2718.03,06,271803,Census Tract 2718.03; Los Angeles County; California,3188,-118.41034924171356,34.01947146654096
703173,0,037,S,06037216901,1400000US06037216901,+34.0475565,-118.3635867,G5020,2169.01,Census Tract 2169.01,06,216901,Census Tract 2169.01; Los Angeles County; California,2799,-118.36358663192723,34.04755650920291
202772,0,037,S,06037207305,1400000US06037207305,+34.0494280,-118.2496616,G5020,2073.05,Census Tract 2073.05,06,207305,Census Tract 2073.05; Los Angeles County; California,959,-118.24966155282115,34.04942798767845
429281,0,037,S,06037265524,1400000US06037265524,+34.0508537,-118.4453248,G5020,2655.24,Census Tract 2655.24,06,265524,Census Tract 2655.24; Los Angeles County; California,2768,-118.44532483856153,34.05085376381673
329988,0,037,S,06037203601,1400000US06037203601,+34.0516727,-118.2082016,G5020,2036.01,Census Tract 2036.01,06,203601,Census Tract 2036.01; Los Angeles County; California,2664,-118.20820162747627,34.051672773575625
161373,0,037,S,06037207306,1400000US06037207306,+34.0488584,-118.2464257,G5020,2073.06,Census Tract 2073.06,06,207306,Census Tract 2073.06; Los Angeles County; California,2225,-118.24642563115927,34.048858442136186
203711,0,037,S,06037264304,1400000US06037264304,+34.0505183,-118.4624275,G5020,2643.04,Census Tract 2643.04,06,264304,Census Tract 2643.04; Los Angeles County; California,2264,-118.4624274569985,34.05051831318381
397066,21680,037,S,06037206054,1400000US06037206054,+34.0486658,-118.2254588,G5020,2060.54,Census Tract 2060.54,06,206054,Census Tract 2060.54; Los Angeles County; California,2456,-118.22545558487091,34.04992356023372
484394,0,037,S,06037267101,1400000US06037267101,+34.0507910,-118.4279971,G5020,2671.01,Census Tract 2671.01,06,267101,Census Tract 2671.01; Los Angeles County; California,2891,-118.42799715287194,34.050791010672356
223414,0,037,S,06037203602,1400000US06037203602,+34.0508472,-118.2114522,G5020,2036.02,Census Tract 2036.02,06,203602,Census Tract 2036.02; Los Angeles County; California,1964,-118.21145221671267,34.05084721082799
374512,0,037,S,06037270101,1400000US06037270101,+34.0282202,-118.3947356,G5020,2701.01,Census Tract 2701.01,06,270101,Census Tract 2701.01; Los Angeles County; California,1796,-118.3947356350137,34.028220185781095
376108,0,037,S,06037226701,1400000US06037226701,+34.0176396,-118.2647766,G5020,2267.01,Census Tract 2267.01,06,226701,Census Tract 2267.01; Los Angeles County; California,2518,-118.26477662031405,34.01763960521836
235489,0,037,S,06037224701,1400000US06037224701,+34.0286296,-118.2806701,G5020,2247.01,Census Tract 2247.01,06,224701,Census Tract 2247.01; Los Angeles County; California,2463,-118.28067017811914,34.028629554467244
599858,0,037,S,06037267201,1400000US06037267201,+34.0443021,-118.4402893,G5020,2672.01,Census Tract 2672.01,06,267201,Census Tract 2672.01; Los Angeles County; California,2832,-118.44028940598331,34.044302112090975
213687,0,037,S,06037267405,1400000US06037267405,+34.0412046,-118.4672574,G5020,2674.05,Census Tract 2674.05,06,267405,Census Tract 2674.05; Los Angeles County; California,2423,-118.46725735799056,34.0412045824795
177016,0,037,S,06037207303,1400000US06037207303,+34.0432917,-118.2538919,G5020,2073.03,Census Tract 2073.03,06,207303,Census Tract 2073.03; Los Angeles County; California,2359,-118.25389194249729,34.04329173812779
699776,0,037,S,06037207902,1400000US06037207902,+34.0398342,-118.2590061,G5020,2079.02,Census Tract 2079.02,06,207902,Census Tract 2079.02; Los Angeles County; California,7354,-118.25900610846391,34.039834201373154
256302,0,037,S,06037267504,1400000US06037267504,+34.0404490,-118.4574873,G5020,2675.04,Census Tract 2675.04,06,267504,Census Tract 2675.04; Los Angeles County; California,3568,-118.45748735051917,34.04044904859801
1345942,0,037,S,06037264305,1400000US06037264305,+34.0476827,-118.4788954,G5020,2643.05,Census Tract 2643.05,06,264305,Census Tract 2643.05; Los Angeles County; California,4526,-118.4788952157203,34.04768262864891
3275159,0,037,S,06037141500,1400000US06037141500,+34.1405622,-118.4787549,G5020,1415,Census Tract 1415,06,141500,Census Tract 1415; Los Angeles County; California,2887,-118.4787549899635,34.14056263882455
168180,0,037,S,06037209201,1400000US06037209201,+34.0523851,-118.2626532,G5020,2092.01,Census Tract 2092.01,06,209201,Census Tract 2092.01; Los Angeles County; California,3298,-118.26265317062987,34.052385091683306
216455,0,037,S,06037264303,1400000US06037264303,+34.0514491,-118.4660451,G5020,2643.03,Census Tract 2643.03,06,264303,Census Tract 2643.03; Los Angeles County; California,2702,-118.46604511075668,34.051449130628235
501915,0,037,S,06037217102,1400000US06037217102,+34.0508918,-118.3537896,G5020,2171.02,Census Tract 2171.02,06,217102,Census Tract 2171.02; Los Angeles County; California,2773,-118.35378965650197,34.050891777920455
338474,0,037,S,06037265523,1400000US06037265523,+34.0520292,-118.4386950,G5020,2655.23,Census Tract 2655.23,06,265523,Census Tract 2655.23; Los Angeles County; California,2286,-118.43869503136195,34.05202924615956
391386,0,037,S,06037216902,1400000US06037216902,+34.0542120,-118.3622486,G5020,2169.02,Census Tract 2169.02,06,216902,Census Tract 2169.02; Los Angeles County; California,2201,-118.3622486314917,34.05421203689994
502543,0,037,S,06037216202,1400000US06037216202,+34.0550334,-118.3487365,G5020,2162.02,Census Tract 2162.02,06,216202,Census Tract 2162.02; Los Angeles County; California,2525,-118.34873651267107,34.0550334098764
252474,0,037,S,06037265522,1400000US06037265522,+34.0563691,-118.4414877,G5020,2655.22,Census Tract 2655.22,06,265522,Census Tract 2655.22; Los Angeles County; California,2332,-118.44148768327928,34.056369129409546
708984,0,037,S,06037216302,1400000US06037216302,+34.0590623,-118.3575091,G5020,2163.02,Census Tract 2163.02,06,216302,Census Tract 2163.02; Los Angeles County; California,3158,-118.35750913774768,34.059062330852676
83227,0,037,S,06037209105,1400000US06037209105,+34.0576485,-118.2677496,G5020,2091.05,Census Tract 2091.05,06,209105,Census Tract 2091.05; Los Angeles County; California,3153,-118.26774965330712,34.05764854950744
575976,0,037,S,06037208001,1400000US06037208001,+34.0605441,-118.2552847,G5020,2080.01,Census Tract 2080.01,06,208001,Census Tract 2080.01; Los Angeles County; California,2581,-118.25528462714495,34.060544071405225
461879,0,037,S,06037216201,1400000US06037216201,+34.0593993,-118.3477029,G5020,2162.01,Census Tract 2162.01,06,216201,Census Tract 2162.01; Los Angeles County; California,2591,-118.34770289809087,34.05939932254167
217570,0,037,S,06037265307,1400000US06037265307,+34.0613919,-118.4490612,G5020,2653.07,Census Tract 2653.07,06,265307,Census Tract 2653.07; Los Angeles County; California,2407,-118.4490612677445,34.06139188387212
124378,0,037,S,06037214505,1400000US06037214505,+34.0689566,-118.3506352,G5020,2145.05,Census Tract 2145.05,06,214505,Census Tract 2145.05; Los Angeles County; California,1581,-118.35063520292294,34.06895657363195
345036,0,037,S,06037199801,1400000US06037199801,+34.0693157,-118.2109573,G5020,1998.01,Census Tract 1998.01,06,199801,Census Tract 1998.01; Los Angeles County; California,3842,-118.21095736785936,34.069315687333976
375386,0,037,S,06037265702,1400000US06037265702,+34.0642617,-118.4273369,G5020,2657.02,Census Tract 2657.02,06,265702,Census Tract 2657.02; Los Angeles County; California,3107,-118.42733688378027,34.064261679738536
93246,0,037,S,06037265306,1400000US06037265306,+34.0657336,-118.4489319,G5020,2653.06,Census Tract 2653.06,06,265306,Census Tract 2653.06; Los Angeles County; California,1806,-118.44893190228927,34.06573363049242
133811,0,037,S,06037214504,1400000US06037214504,+34.0671209,-118.3501895,G5020,2145.04,Census Tract 2145.04,06,214504,Census Tract 2145.04; Los Angeles County; California,3609,-118.35018952268861,34.06712087330847
306222,0,037,S,06037199802,1400000US06037199802,+34.0721667,-118.2096449,G5020,1998.02,Census Tract 1998.02,06,199802,Census Tract 1998.02; Los Angeles County; California,1975,-118.2096449663946,34.072166716567736
395184,0,037,S,06037208002,1400000US06037208002,+34.0655189,-118.2571976,G5020,2080.02,Census Tract 2080.02,06,208002,Census Tract 2080.02; Los Angeles County; California,4041,-118.25719762652356,34.065518962422004
395043,0,037,S,06037211124,1400000US06037211124,+34.0663331,-118.2880332,G5020,2111.24,Census Tract 2111.24,06,211124,Census Tract 2111.24; Los Angeles County; California,4287,-118.28803319319182,34.06633309384325
1282802,62385,037,S,06037199002,1400000US06037199002,+34.0800545,-118.2197173,G5020,1990.02,Census Tract 1990.02,06,199002,Census Tract 1990.02; Los Angeles County; California,2866,-118.21997815761843,34.0808030554465
136477,0,037,S,06037214903,1400000US06037214903,+34.0742469,-118.3891907,G5020,2149.03,Census Tract 2149.03,06,214903,Census Tract 2149.03; Los Angeles County; California,1568,-118.38919072231644,34.074246884507815
176200,0,037,S,06037214904,1400000US06037214904,+34.0743077,-118.3857264,G5020,2149.04,Census Tract 2149.04,06,214904,Census Tract 2149.04; Los Angeles County; California,1459,-118.38572644675304,34.074307678505534
395918,0,037,S,06037217101,1400000US06037217101,+34.0465241,-118.3554675,G5020,2171.01,Census Tract 2171.01,06,217101,Census Tract 2171.01; Los Angeles County; California,2674,-118.35546750484158,34.04652406435044
50317,0,037,S,06037207304,1400000US06037207304,+34.0463014,-118.2514975,G5020,2073.04,Census Tract 2073.04,06,207304,Census Tract 2073.04; Los Angeles County; California,2358,-118.25149747441067,34.046301401093196
324905,0,037,S,06037192420,1400000US06037192420,+34.0798800,-118.3113323,G5020,1924.20,Census Tract 1924.20,06,192420,Census Tract 1924.20; Los Angeles County; California,3360,-118.31133230956043,34.07988009320809
462145,0,037,S,06037221302,1400000US06037221302,+34.0417457,-118.3114921,G5020,2213.02,Census Tract 2213.02,06,221302,Census Tract 2213.02; Los Angeles County; California,3259,-118.31149206074113,34.04174564910406
919207,0,037,S,06037231500,1400000US06037231500,+34.0072777,-118.3108266,G5020,2315,Census Tract 2315,06,231500,Census Tract 2315; Los Angeles County; California,5048,-118.31082660430582,34.00727765864728
619564,0,037,S,06037267102,1400000US06037267102,+34.0539673,-118.4218545,G5020,2671.02,Census Tract 2671.02,06,267102,Census Tract 2671.02; Los Angeles County; California,2957,-118.42185453822997,34.053967351570996
221625,0,037,S,06037209106,1400000US06037209106,+34.0542615,-118.2674354,G5020,2091.06,Census Tract 2091.06,06,209106,Census Tract 2091.06; Los Angeles County; California,2101,-118.26743541258381,34.0542615019074
48861,0,037,S,06037207307,1400000US06037207307,+34.0460010,-118.2492681,G5020,2073.07,Census Tract 2073.07,06,207307,Census Tract 2073.07; Los Angeles County; California,1439,-118.2492680768025,34.04600096653568
200007,0,037,S,06037190702,1400000US06037190702,+34.0961818,-118.3359195,G5020,1907.02,Census Tract 1907.02,06,190702,Census Tract 1907.02; Los Angeles County; California,1412,-118.33591953092098,34.096181755734406
410739,0,037,S,06037189801,1400000US06037189801,+34.0984761,-118.3613392,G5020,1898.01,Census Tract 1898.01,06,189801,Census Tract 1898.01; Los Angeles County; California,2192,-118.3613392135134,34.09847616034096
442507,0,037,S,06037190701,1400000US06037190701,+34.0997840,-118.3326563,G5020,1907.01,Census Tract 1907.01,06,190701,Census Tract 1907.01; Los Angeles County; California,1643,-118.3326562936686,34.09978394937355
224370,0,037,S,06037190101,1400000US06037190101,+34.1024648,-118.3423064,G5020,1901.01,Census Tract 1901.01,06,190101,Census Tract 1901.01; Los Angeles County; California,1599,-118.34230637652608,34.10246484162576
318999,0,037,S,06037189802,1400000US06037189802,+34.0980559,-118.3560718,G5020,1898.02,Census Tract 1898.02,06,189802,Census Tract 1898.02; Los Angeles County; California,1979,-118.35607177369053,34.098055908055905
202776,0,037,S,06037189906,1400000US06037189906,+34.0961645,-118.3468231,G5020,1899.06,Census Tract 1899.06,06,189906,Census Tract 1899.06; Los Angeles County; California,2491,-118.34682305091441,34.096164535583085
162253,0,037,S,06037189907,1400000US06037189907,+34.0961994,-118.3517319,G5020,1899.07,Census Tract 1899.07,06,189907,Census Tract 1899.07; Los Angeles County; California,2543,-118.35173185356872,34.09619937351863
239835,0,037,S,06037190302,1400000US06037190302,+34.1039629,-118.3177452,G5020,1903.02,Census Tract 1903.02,06,190302,Census Tract 1903.02; Los Angeles County; California,2711,-118.31774520829411,34.10396290735043
815112,0,037,S,06037185101,1400000US06037185101,+34.1024707,-118.2060324,G5020,1851.01,Census Tract 1851.01,06,185101,Census Tract 1851.01; Los Angeles County; California,2408,-118.20603242625515,34.10247078749328
172032,0,037,S,06037211123,1400000US06037211123,+34.0627183,-118.2871904,G5020,2111.23,Census Tract 2111.23,06,211123,Census Tract 2111.23; Los Angeles County; California,1816,-118.28719037782548,34.062718250580375
130990,0,037,S,06037265521,1400000US06037265521,+34.0567030,-118.4448253,G5020,2655.21,Census Tract 2655.21,06,265521,Census Tract 2655.21; Los Angeles County; California,1585,-118.44482528949264,34.05670304574103
249852,0,037,S,06037199001,1400000US06037199001,+34.0768133,-118.2172897,G5020,1990.01,Census Tract 1990.01,06,199001,Census Tract 1990.01; Los Angeles County; California,2307,-118.21728963788661,34.07681337276052
1462937,0,037,S,06037185102,1400000US06037185102,+34.1062262,-118.2128244,G5020,1851.02,Census Tract 1851.02,06,185102,Census Tract 1851.02; Los Angeles County; California,3503,-118.21282441470515,34.10622644427152
376233,0,037,S,06037190102,1400000US06037190102,+34.0977085,-118.3413300,G5020,1901.02,Census Tract 1901.02,06,190102,Census Tract 1901.02; Los Angeles County; California,2249,-118.34133001564648,34.09770853739856
1861894,4116,037,S,06037113426,1400000US06037113426,+34.2358383,-118.5796232,G5020,1134.26,Census Tract 1134.26,06,113426,Census Tract 1134.26; Los Angeles County; California,2302,-118.58152026003381,34.23345575460762
334913,4382,037,S,06037113425,1400000US06037113425,+34.2324832,-118.5919499,G5020,1134.25,Census Tract 1134.25,06,113425,Census Tract 1134.25; Los Angeles County; California,4254,-118.5908271339863,34.23167465858211
344922,6256,037,S,06037240901,1400000US06037240901,+33.9323798,-118.2603545,G5020,2409.01,Census Tract 2409.01,06,240901,Census Tract 2409.01; Los Angeles County; California,2503,-118.25935076073483,33.93249769588465
1432707,0,037,S,06037108204,1400000US06037108204,+34.2809054,-118.5667040,G5020,1082.04,Census Tract 1082.04,06,108204,Census Tract 1082.04; Los Angeles County; California,1782,-118.56670415919025,34.280905713523325
391782,0,037,S,06037243002,1400000US06037243002,+33.9390066,-118.2314369,G5020,2430.02,Census Tract 2430.02,06,243002,Census Tract 2430.02; Los Angeles County; California,2721,-118.23143686818035,33.93900666054583
712715,6509,037,S,06037240902,1400000US06037240902,+33.9352313,-118.2637959,G5020,2409.02,Census Tract 2409.02,06,240902,Census Tract 2409.02; Los Angeles County; California,3614,-118.26372585779013,33.9354676304899
604763,0,037,S,06037115203,1400000US06037115203,+34.2461946,-118.5323978,G5020,1152.03,Census Tract 1152.03,06,115203,Census Tract 1152.03; Los Angeles County; California,1929,-118.5323977810538,34.24619468719171
3228477,0,037,S,06037106112,1400000US06037106112,+34.3055419,-118.4123941,G5020,1061.12,Census Tract 1061.12,06,106112,Census Tract 1061.12; Los Angeles County; California,5035,-118.41239476273174,34.305542571187495
1443463,0,037,S,06037106113,1400000US06037106113,+34.3061546,-118.4222070,G5020,1061.13,Census Tract 1061.13,06,106113,Census Tract 1061.13; Los Angeles County; California,3835,-118.42220746515258,34.30615471423912
1011120,3298,037,S,06037106114,1400000US06037106114,+34.3023558,-118.4268073,G5020,1061.14,Census Tract 1061.14,06,106114,Census Tract 1061.14; Los Angeles County; California,6929,-118.42698985544155,34.30272645013976
1105644,0,037,S,06037106403,1400000US06037106403,+34.3060186,-118.4412741,G5020,1064.03,Census Tract 1064.03,06,106403,Census Tract 1064.03; Los Angeles County; California,3860,-118.44127426812238,34.3060186333134
2580478,0,037,S,06037101300,1400000US06037101300,+34.2487777,-118.2709990,G5020,1013,Census Tract 1013,06,101300,Census Tract 1013; Los Angeles County; California,4210,-118.27099912763664,34.248778302475536
2029806,0,037,S,06037103101,1400000US06037103101,+34.2732407,-118.3078874,G5020,1031.01,Census Tract 1031.01,06,103101,Census Tract 1031.01; Los Angeles County; California,2705,-118.30788741452145,34.273240816824035
1241029,0,037,S,06037103102,1400000US06037103102,+34.2633843,-118.3073883,G5020,1031.02,Census Tract 1031.02,06,103102,Census Tract 1031.02; Los Angeles County; California,4468,-118.30738824269028,34.26338429460235
949109,0,037,S,06037104103,1400000US06037104103,+34.2820993,-118.3925764,G5020,1041.03,Census Tract 1041.03,06,104103,Census Tract 1041.03; Los Angeles County; California,4257,-118.39257632720232,34.282099277810495
584682,0,037,S,06037104105,1400000US06037104105,+34.2761480,-118.4046859,G5020,1041.05,Census Tract 1041.05,06,104105,Census Tract 1041.05; Los Angeles County; California,5890,-118.40468576367603,34.27614803185242
5782012,8398,037,S,06037106510,1400000US06037106510,+34.3264211,-118.4796437,G5020,1065.10,Census Tract 1065.10,06,106510,Census Tract 1065.10; Los Angeles County; California,5599,-118.48483905192666,34.323585620076855
2205882,0,037,S,06037106520,1400000US06037106520,+34.3088574,-118.4613523,G5020,1065.20,Census Tract 1065.20,06,106520,Census Tract 1065.20; Los Angeles County; California,5484,-118.46135247078296,34.30885745717838
2611563,8851,037,S,06037106604,1400000US06037106604,+34.3033292,-118.4745764,G5020,1066.04,Census Tract 1066.04,06,106604,Census Tract 1066.04; Los Angeles County; California,4349,-118.47368374594248,34.30443216861396
1135493,0,037,S,06037106641,1400000US06037106641,+34.2984691,-118.5084331,G5020,1066.41,Census Tract 1066.41,06,106641,Census Tract 1066.41; Los Angeles County; California,2096,-118.50843309879907,34.298469112553725
2065813,0,037,S,06037113232,1400000US06037113232,+34.2258260,-118.6125452,G5020,1132.32,Census Tract 1132.32,06,113232,Census Tract 1132.32; Los Angeles County; California,4777,-118.61254493047574,34.22582606064563
1012996,9924,037,S,06037113234,1400000US06037113234,+34.2257746,-118.5939793,G5020,1132.34,Census Tract 1132.34,06,113234,Census Tract 1132.34; Los Angeles County; California,5640,-118.5938718698562,34.22617282660468
2080081,0,037,S,06037261103,1400000US06037261103,+34.1175820,-118.3864111,G5020,2611.03,Census Tract 2611.03,06,261103,Census Tract 2611.03; Los Angeles County; California,1722,-118.38641096355289,34.1175819498078
592028,0,037,S,06037104824,1400000US06037104824,+34.2514971,-118.4095367,G5020,1048.24,Census Tract 1048.24,06,104824,Census Tract 1048.24; Los Angeles County; California,2582,-118.40953683998262,34.2514971471187
5805662,545561,037,S,06037139704,1400000US06037139704,+34.1351431,-118.5137935,G5020,1397.04,Census Tract 1397.04,06,139704,Census Tract 1397.04; Los Angeles County; California,2871,-118.51326299343944,34.141196781970294
230897,12455,037,S,06037143606,1400000US06037143606,+34.1419414,-118.3723402,G5020,1436.06,Census Tract 1436.06,06,143606,Census Tract 1436.06; Los Angeles County; California,1759,-118.3712885542452,34.14118942253415
3046221,337933,037,S,06037189703,1400000US06037189703,+34.1297719,-118.3309888,G5020,1897.03,Census Tract 1897.03,06,189703,Census Tract 1897.03; Los Angeles County; California,1993,-118.33427606886549,34.12769657523062
1431401,0,037,S,06037143801,1400000US06037143801,+34.1368977,-118.3857939,G5020,1438.01,Census Tract 1438.01,06,143801,Census Tract 1438.01; Los Angeles County; California,3201,-118.38579405685147,34.13689773256702
951651,21747,037,S,06037189704,1400000US06037189704,+34.1351634,-118.3441134,G5020,1897.04,Census Tract 1897.04,06,189704,Census Tract 1897.04; Los Angeles County; California,2099,-118.34316588677217,34.134101986331416
1164733,0,037,S,06037143802,1400000US06037143802,+34.1338831,-118.3743634,G5020,1438.02,Census Tract 1438.02,06,143802,Census Tract 1438.02; Los Angeles County; California,2273,-118.37436320869882,34.13388330566311
3043509,0,037,S,06037139705,1400000US06037139705,+34.1400461,-118.4916264,G5020,1397.05,Census Tract 1397.05,06,139705,Census Tract 1397.05; Los Angeles County; California,4011,-118.49162613577906,34.140046562795476
314004,15312,037,S,06037143605,1400000US06037143605,+34.1410917,-118.3641876,G5020,1436.05,Census Tract 1436.05,06,143605,Census Tract 1436.05; Los Angeles County; California,1899,-118.36493837094504,34.141512207489924
342952,0,037,S,06037189501,1400000US06037189501,+34.1089232,-118.3192601,G5020,1895.01,Census Tract 1895.01,06,189501,Census Tract 1895.01; Los Angeles County; California,2214,-118.3192600593782,34.108923282485
249297,0,037,S,06037189502,1400000US06037189502,+34.1077046,-118.3240616,G5020,1895.02,Census Tract 1895.02,06,189502,Census Tract 1895.02; Los Angeles County; California,1842,-118.32406158420314,34.10770463247365
163526,0,037,S,06037190303,1400000US06037190303,+34.1035471,-118.3114567,G5020,1903.03,Census Tract 1903.03,06,190303,Census Tract 1903.03; Los Angeles County; California,2544,-118.31145669488676,34.10354712842731
1030153,6492,037,S,06037143302,1400000US06037143302,+34.1521830,-118.3866138,G5020,1433.02,Census Tract 1433.02,06,143302,Census Tract 1433.02; Los Angeles County; California,3301,-118.38635768152919,34.151170377139906
1322579,46303,037,S,06037143101,1400000US06037143101,+34.1488570,-118.3545369,G5020,1431.01,Census Tract 1431.01,06,143101,Census Tract 1431.01; Los Angeles County; California,2216,-118.35382062920019,34.147490406766266
1109140,0,037,S,06037143401,1400000US06037143401,+34.1534939,-118.4138689,G5020,1434.01,Census Tract 1434.01,06,143401,Census Tract 1434.01; Los Angeles County; California,5300,-118.41386886149449,34.15349381410722
391203,0,037,S,06037143102,1400000US06037143102,+34.1501345,-118.3626374,G5020,1431.02,Census Tract 1431.02,06,143102,Census Tract 1431.02; Los Angeles County; California,2174,-118.36263739210766,34.15013452502393
580343,0,037,S,06037143301,1400000US06037143301,+34.1559853,-118.3878138,G5020,1433.01,Census Tract 1433.01,06,143301,Census Tract 1433.01; Los Angeles County; California,3273,-118.38781378186195,34.15598521811874
201834,0,037,S,06037117405,1400000US06037117405,+34.2337311,-118.4702311,G5020,1174.05,Census Tract 1174.05,06,117405,Census Tract 1174.05; Los Angeles County; California,3048,-118.47023110856664,34.2337311032494
1331906,0,037,S,06037117301,1400000US06037117301,+34.2421587,-118.4896512,G5020,1173.01,Census Tract 1173.01,06,117301,Census Tract 1173.01; Los Angeles County; California,3808,-118.48965110424308,34.24215882787058
6141955,0,037,S,06037103300,1400000US06037103300,+34.2573786,-118.3554785,G5020,1033,Census Tract 1033,06,103300,Census Tract 1033; Los Angeles County; California,4021,-118.35547799619832,34.257378605871715
544547,12334,037,S,06037117530,1400000US06037117530,+34.2264373,-118.4643776,G5020,1175.30,Census Tract 1175.30,06,117530,Census Tract 1175.30; Los Angeles County; California,5741,-118.46369010204779,34.22485379578176
425102,3695,037,S,06037119310,1400000US06037119310,+34.2450202,-118.4516702,G5020,1193.10,Census Tract 1193.10,06,119310,Census Tract 1193.10; Los Angeles County; California,3767,-118.45050481565055,34.24539035516365
522794,0,037,S,06037221602,1400000US06037221602,+34.0384299,-118.2921027,G5020,2216.02,Census Tract 2216.02,06,221602,Census Tract 2216.02; Los Angeles County; California,2223,-118.29210273178028,34.03842985021544
447718,0,037,S,06037234902,1400000US06037234902,+33.9822575,-118.3340918,G5020,2349.02,Census Tract 2349.02,06,234902,Census Tract 2349.02; Los Angeles County; California,4535,-118.3340918597643,33.982257556340194
339340,0,037,S,06037236203,1400000US06037236203,+34.0184551,-118.3467705,G5020,2362.03,Census Tract 2362.03,06,236203,Census Tract 2362.03; Los Angeles County; California,3615,-118.34677058685236,34.018455127656885
229870,0,037,S,06037236204,1400000US06037236204,+34.0147165,-118.3491895,G5020,2362.04,Census Tract 2362.04,06,236204,Census Tract 2362.04; Los Angeles County; California,3387,-118.34918954150989,34.01471652155838
628939,0,037,S,06037237101,1400000US06037237101,+33.9856234,-118.2913772,G5020,2371.01,Census Tract 2371.01,06,237101,Census Tract 2371.01; Los Angeles County; California,4136,-118.29137722662551,33.98562342744426
1108042,472,037,S,06037237202,1400000US06037237202,+33.9863341,-118.3100903,G5020,2372.02,Census Tract 2372.02,06,237202,Census Tract 2372.02; Los Angeles County; California,4404,-118.3101551813819,33.98557543570407
122149,0,037,S,06037119340,1400000US06037119340,+34.2336090,-118.4519009,G5020,1193.40,Census Tract 1193.40,06,119340,Census Tract 1193.40; Los Angeles County; California,3748,-118.45190087006078,34.23360904185784
